timestamp ; dVperiodical; dVcompelled; 
1766674958; 23          ; 43
1766711202; -2          ; 36
1767684625; 27          ; -7
1766771174; 37          ; -23
1767287566; -6          ; 2
1767308886; -7          ; -2
1766172017; 77          ; 59
1767632983; -6          ; 3
1766803518; -1          ; 2
1768239843; 40          ; -4
1766514159; -6          ; 27
1767193495; 19          ; 2
1767501929; 36          ; 52
1766575541; 94          ; 57
1766518588; -6          ; 42
1766955083; 29          ; 17
1766368837; 49          ; 5
1766715251; 32          ; 41
1767520526; 39          ; 5
1767616859; 14          ; 26
1767469639; 14          ; 29
1767295155; 20          ; -8
1767983227; -8          ; -14
1767029212; 49          ; 4
1767033564; -3          ; -54
1768243838; 43          ; 22
1766598255; 64          ; 50
1766754554; -3          ; 29
1766167424; -6          ; 55
1768236505; 32          ; 2
1766197327; -7          ; 41
1767993689; 22          ; 23
1767726321; 14          ; 1
1766640852; 58          ; 3
1766782322; 40          ; 2
1766407652; 49          ; 31
1766445418; 32          ; -1
1766401834; 35          ; 57
1767678120; 15          ; -1
1767169770; 27          ; 13
1768162523; 52          ; 39
1767835778; 38          ; 41
1766460019; 43          ; -14
1766779955; -6          ; 4
1766965640; 15          ; 40
1767889578; 41          ; 18
1766450872; 41          ; 4
1766316937; 22          ; 41
1766419410; 46          ; -31
1768027080; 41          ; 37
1766104818; 59          ; 50
1766656596; -5          ; 43
1767459608; -3          ; 2
1767999607; 43          ; -2
1766441738; 40          ; 49
1767319064; -2          ; 1
1766956025; -1          ; 14
1767636724; 10          ; -6
1766429743; 49          ; 9
1767901825; 13          ; 50
1767488127; 35          ; 49
1767437804; -2          ; 4
1767762297; 43          ; 49
1766387666; 31          ; 59
1766190451; 32          ; 46
1766476764; 14          ; 49
1766293231; 40          ; 31
1766601551; 27          ; -7
1767197350; -7          ; 37
1766304306; 31          ; 1
1768008771; 40          ; 27
1766287679; 45          ; 41
1766889504; 44          ; 24
1768126586; 48          ; 3
1767095895; 54          ; 7
1767144129; 79          ; -6
1766751661; 14          ; 32
1767433482; 11          ; 54
1766797809; 45          ; 50
1767869224; 35          ; -23
1766416249; -6          ; -6
1766517898; 19          ; 3
1766194470; -6          ; -3
1766203763; 15          ; 60
1768081193; 21          ; 2
1766593900; -7          ; -40
1767588144; 49          ; 31
1767196146; 63          ; 41
1766687164; -9          ; 37
1767151567; 57          ; 5
1766176494; 29          ; 3
1766885863; 38          ; 48
1767313316; 22          ; 3
1767074929; 38          ; 37
1767428176; 41          ; 4
1767681605; 28          ; -9
1767958439; 53          ; -26
1766602176; 30          ; 2
1767679265; -2          ; -10
1766800431; 21          ; 46
1766564933; 34          ; 31
1767813969; 52          ; 5
1766157226; 43          ; 2
1766626232; 14          ; 60
1768011821; -8          ; -26
1767436566; 37          ; -27
1768084424; 16          ; 3
1766419370; 19          ; -26
1766477340; 38          ; -6
1767040900; -1          ; 2
1767318317; 26          ; -
1766164263; 35          ; 9
1766720810; 37          ; 46
1767749487; 50          ; -1
1767944535; 51          ; 16
1766323311; -2          ; -4
1767921270; 40          ; -10
1767973164; 59          ; 50
1767664616; -8          ; 11
1768060234; 28          ; 2
1767558171; 60          ; 14
1767786313; 27          ; 1
1768191379; 60          ; -13
1766408139; -1          ; 4
1766659984; 24          ; 2
1766418432; -6          ; 3
1766902334; 41          ; 51
1766834982; 29          ; 52
1766333826; -0          ; 8
1767881316; -7          ; 51
1766371554; 14          ; 17
1766516485; 50          ; 3
1767206867; -6          ; 68
1767033852; 13          ; 38
1766426695; 42          ; 60
1767698182; -9          ; 51
1766919439; 45          ; 4
1766872466; 37          ; 48
1766654314; -8          ; 52
1768249640; 36          ; 45
1767265277; 32          ; 30
1767866124; 62          ; 6
1766727083; 51          ; 6
1767456990; -2          ; 3
1767903844; 47          ; -2
1767326850; 43          ; -
1767800916; 55          ; 7
1768030697; 87          ; 51
1767578370; -3          ; -7
1767906714; -7          ; 5
1768261329; -3          ; 39
1767452181; 34          ; 11
1767465501; 80          ; 19
1766472875; 54          ; 9
1767282119; 13          ; -26
1767362820; 14          ; 3
1766576194; 29          ; 3
1767590792; 63          ; 1
1766682404; 47          ; -18
1768190933; -2          ; 2
1766327106; 53          ; 2
1766600659; -2          ; 49
1766345785; 52          ; 48
1766480517; 40          ; 53
1766389652; -2          ; 3
1766701536; 36          ; 52
1768096694; 40          ; 2
1767617975; 39          ; -34
1767724341; 29          ; 13
1766931102; 41          ; 8
1766549487; 45          ; 56
1766638740; -2          ; -6
1766227664; 43          ; 5
1767220163; -3          ; 59
1766790511; 13          ; 39
1766707395; -3          ; 33
1767336889; 7           ; 9
1766467935; -6          ; 40
1767734917; -6          ; 39
1766610613; -2          ; 2
1766256055; -6          ; 45
1766392381; 37          ; -6
1767010128; 51          ; 3
1766778304; 94          ; 48
1766638151; 25          ; 21
1766515357; -6          ; 41
1766876912; 39          ; 7
1766786176; 36          ; 17
1767153024; 24          ; 60
1766370874; 39          ; 39
1767748580; 19          ; 5
1766486084; 48          ; 5
1766776698; -7          ; 38
1767537636; 29          ; 41
1767274843; 31          ; 60
1766610203; -6          ; -17
1766747231; 12          ; 13
1766150042; 46          ; 5
1766364999; -9          ; 4
1767184756; 61          ; 3
